text,target
elinden hiç bir iş gelmez becereksizin teki,INSULT
Yazık sadece kız çocukları var,SEXIST
kaderde varsa sikilmek neye yarar üzülmek,PROFANITY
Türklere elini verdin mi kolunu alamazsın,RACIST
sagirmisin da duymuyorsun,INSULT
Avradı er zapdetmez,SEXIST
Buradan bir adam geçti mi Pardon sen onu bilmezsin,INSULT
millet deliye ben akıllıya hasret,INSULT
kadının yeri kocasının yanıdır,SEXIST
laz mısın bu nasıl bir burun,RACIST
Kadın kısmısı erkeği izin vermeden dışarı çıkmaz,SEXIST
yüksek kesimlere oranla daha az kar yağışı görülmekte ve yağış miktarı oldukça iyidir,OTHER
Zenci mahallesinden ev almamak için kirada oturmaya karar verdi,RACIST
kel kafan gözümü alıyor,INSULT
amınyarragına git,PROFANITY
Acemi nalbant kendini gavur eşeğinde dener,RACIST
evi yanmış ermeni gibi ne bağırıyorsun,RACIST
er olan ekmeğini taştan çıkarır kadın olan baştan,SEXIST
Adam mısın lan sen,INSULT
Nankör Suriye'lilerin Vatandaşlıkları ellerinden alınmalı,RACIST
adam onun bütün parasını soydu,OTHER
sorumlu araştırmacımız çalışmada görev alan hocamız,OTHER
ananin donu,PROFANITY
her kütlenin içinden geçebilir,OTHER
Asyalı kadın diğer kadınlara bin basar,RACIST
erkek dediğin ev işine karışmaz,SEXIST
müdür oldun da popon mu kalktı,INSULT
kahpe feryad eder gibi ne bağrıyorsun ?,PROFANITY
Kadınlar hizmetçilik yaparlar,SEXIST
Hepinizi şişenin içine koyar sallar sallar ilk çıkanı sikerim,PROFANITY
bir kadının zekasının baş edemeyeceği zeka yine bir kadın zekasıdır,SEXIST
öküzler neden intihar etmez,OTHER
bodrumda yarrağa doymadı,PROFANITY
binmesini bilirsen eyersiz ata binersin konuşmasını bilirsen her karıyı sikersin,PROFANITY
fakat bir miktar fosfor ve kükürt yanmadan çelik eldesinde bulunmaktadır,OTHER
ben bu yüce görevi halefime aynı güzellik içinde devredeceğim,OTHER
bu sayfa yapım halindedir,OTHER
sen kadınsın otur ve çocuklarına bak,SEXIST
tehlikeler zararsız haldeyken karşılaştığımızda harekete geçip aktifleşerek bizim için zararlı hale geldiklerinde tehdide dönüşürler,OTHER
kadınlar erkeklere göre daha dayanıksızdır,SEXIST
birkaç çiftliğin elektriği vardı,OTHER
erkek değilmi hepsi aynı,SEXIST
yamyam gibi bakıyolar kadınlara,INSULT
Tavşan dağa küsmüş dağda çokta sikimde demiş,PROFANITY
sirke surat,INSULT
Keseye kadın eli girerse bereketi gider,SEXIST
sikerim ben onun kahrını belasını karanlık gecelerde anasını kızını,PROFANITY
çalışmak senin neyine be kadın,SEXIST
ve bunun bir problem hakkında düşünmenin iyi bir yolu olduğunu sanıyorum,OTHER
Kardeş yürek yağı karı çarık bağı,SEXIST
doğu marmara kalkınma ajansından melis türker kompozit malzeme değer zinciri ileri mühendislik hizmetleri,OTHER
Suriyeliler barbardır,RACIST
bundan dolayı ülkede iç karışıklıklar vardı,OTHER
her toplumun dünyaya bakışı çevreyi algılayışı farklıdır bundan dolayı dil toplumun kültür unsurudur,OTHER
Türkiyedeki dilenci sayısı azdı bu yüzden Suriyeli dilenciler boşlukları doldurdular,RACIST
Amerikayı Yahudiler yönetmekte ve Müslümanlara gerekli hakları vermemektedir,RACIST
amının dudaklarını dizine indiririm,PROFANITY
bu işlem hareket edilmesini sağlar ancak oldukça güçlü bir sistem olmasına karşın çok yavaştır,OTHER
Kendi ülkelerinde kadınlara nasıl davranıyorlarsa bize de öyle davranacaklar ülkeyi Afganistan’a çevirecekler,RACIST
Laz Kürtün deniz görmüş halidir,RACIST
birden otobüsün demirlerine iki elimle yapıştım ve kendimi kol kuvvetiyle yukarıya doğru çektim,OTHER
bekçilik kadrosuna kadın olduğum için alınmadım,SEXIST
tom o kadar meşguldü ki öğle yemeğini atladı,OTHER
kız arkadaşım yaptı dedi adam,OTHER
dovizimiz hic kalmaz sigara ithalinde dovizimiz biter demisti suleyman bey,OTHER
Oğlan olsun ki soyumuzu devam ettirsin,SEXIST
kadın kocasından iki adım geriden yürümeli,SEXIST
sendeki inat kürtlerde yok,RACIST
kadın gibi kıvırtma,SEXIST
kadınların yaptığı işler sıkıntılı oluyor,SEXIST
pis mahluk,INSULT
bayatlamayan poğaça tarifimiz türkiyenin en dinamik kadın portalı kadın haberlerinde,OTHER
kadınları okula göndermeyin ev işi öğretin,SEXIST
Erkeğin sözünün üzerine söz söylenmez,SEXIST
Kizlik soyadimi kullanmadim,SEXIST
aziz milletimizin fertleri tarihin akışı içinde farklı nedenlerle dünyanın birçok ülkesine gitmiştir,OTHER
O kucucuk beyninle bunu nasil cozmeyi dusunuyorsun?,INSULT
gâvur orucu gibi uzamak,RACIST
Takunya tak tak orospu kaltak,PROFANITY
suriyeliler bizim içn ne kadar tehlikeli görmüyor musunuz,RACIST
beyaz insanlar siyah insanlardan daha zekiler,RACIST
Böyle giderse ailesi onu reddedecek,INSULT
ne göt insanlar var sik sik doymaz,PROFANITY
Ermeni gelini gibi,RACIST
tebessüm belirdi yüzümde ayağa kalktım son bir gayretle,OTHER
zayıflık kişinin vücut ağırlığının yaşına cinsiyetine ve boyuna göre hesaplanmış normal değerlerden daha düşük olması,OTHER
hanımcılar kadın aklıyla hareket edip nereye varacak,SEXIST
bijuteri de süslenme amacı ile kullanılan en zengin ve en ekonomik seçeneği teşkil etmektedir,OTHER
Türk barbarlığı yapmayın arkadaşlar,RACIST
senin koğuş ağasının amına koyum,PROFANITY
İzmirin Havasıyla Kızına Güven Olmaz,RACIST
taraftarımızın üzgün> tepkili ve kızgın	olmalarını gayet iyi anlıyorum.,OTHER
seni seven kalbimin atomunu sikeyim,PROFANITY
Vasat karı bir işide beceremez misin ?,INSULT
en sevdiğin içecek hangisidir,OTHER
çok fazla tuzlu yarrak yeme,PROFANITY
benim kürt arkadaşlarım da var	sandığınız gibi kötü değiller,RACIST
İçeceksin şarabı sikeceksin arabı,PROFANITY
gizemli bir sır olması gerekir,OTHER
kesinlikle hoş ahenkli bir sesin var,OTHER
senin donunun ütü izini sikeyim,PROFANITY
Adam kullanmayı seven menfaatçi çıkarcı tanısam çorumlu çıkıyor,RACIST
götüne söz hakkı vermedim,PROFANITY
trafik sıkıntısı herkesi rahatsız ediyor,OTHER
Boyundan büyük işlere kalkışma,INSULT
uçarken gölgesi bunlardan yana düşen kuşun kanadını sikeyim,PROFANITY
götünde domatesi salça yapana kadar sikerim,PROFANITY
yöre köyceğiz çöküntü golünün çevresinde yer alan farklı nitelikteki yeryüzü şekillerinden oluşmaktadır,OTHER
Çin korkusundan Çin Seddi yapmış korkak bir millettir,RACIST
seni bi sikerim kaçacak delik ararsın,PROFANITY
yazarım diye korkup gerçek davranışlarını benden gizlemeye çalışıyorlar,OTHER
elin siki ile gerdeğe girilmez,PROFANITY
Varoş musun bu nasıl konuşma tarzı ?,INSULT
saat de geç oldu,OTHER
Sakar beceriksiz hiçmi öğrenmedin,INSULT
komşuları bir nebze de olsa onları yardım etmeye çalışıyor,OTHER
tom buraya ait değildir,OTHER
o başarısızlığını hastalığına bağladı,OTHER
sen ne uyuz birisin,INSULT
Bu pis yemekleri hep Hintliler yapar.,RACIST
bütün sülaleni bir çuvala koyar ilk hareket edeni sikerim,PROFANITY
Düzgün elbise giyin at hırsızı gibi dolaşma ortada,INSULT
Latinler Amerikada statü sahibi olmak için kendilerini Amerikalı görüp Latin kimliklerini gizlemeye çalışmaktadır,RACIST
Kocanın vurduğu yerde gül biter,SEXIST
Oğlum olsan kimlik çıkartmam,INSULT
sikik at kafası,PROFANITY
anam avradım olsun benim dediğim olacak,PROFANITY
Bırak sen yapamazsın,INSULT
hepinizi şişenin içie koyar sallar sallar ilk çıkanı sikerim,PROFANITY
kulağındaki deliği sikerim,PROFANITY
sendeki aklı kuşa tak ters uçar,INSULT
Timsah gözyaşlarına bu sefer kanmam,INSULT
ancak evlendirme işlerini bu yönetmelik esaslarına göre yürütürler,OTHER
müslümanlar barbar milletlerdir,RACIST
ananı satayım senin,PROFANITY
hanzo> gibisin=,INSULT
ortak kullanılan duşlar saunalar bahçeler bu hastalığa neden oluyor,OTHER
bu olayda bizi dolandıracağını tahmin etmeliydim o sahtekarın,INSULT
Sokak sanatçıları Kürt şarkı söylüyorken bir Türk genci onlara sözlü hakaret etmeye başladı,RACIST
yarrağımın siki,PROFANITY
Anaforcusun resmen,INSULT
Beyinsiz olduğunu bu kadar belli etme,INSULT
van kedisi gözlü,INSULT
bir sure bakti yaziyi okudu ve soyle dedi baba bu ne boyle,OTHER
keçi< gibi inatçısın,INSULT
Orrospu çocuğu topa öyle= mi vurulur,PROFANITY
seni ters yatırıp düzden sikerim,PROFANITY
Kadın orospu olduktan sonra kapı dayak mı tutar,SEXIST
Türkün aklı sonradan gelir&,RACIST
çocuk kızların arasına oturdu,OTHER
Sen bir basarisizlik ornegisin,INSULT
meraklı melahat mısın sen,INSULT
Kürdün kocayanına keçi güttürürler,RACIST
Açık saçık giyinip gece dışarı çıkamaz bir kadın,SEXIST
dışın taş gibi olsa da için çürük bilesin,INSULT
Kadının fendi erkeği yendi derler,SEXIST
Canımınızı hristiyana yahudiye hatta ateiste emanet= ettik,RACIST
Bütün Müslümanlar teröristtir,RACIST
demirden yarak olsa gotunde kirilir,PROFANITY
Sikimsonik bi olay,PROFANITY
sonuç olarak medya algılarımızı yönlendirme ve değiştirme kapasitesine sahip çoğunlukla da yönlendiren bir aracıdır,OTHER
döküm ve toz metal parçalardaki mikro gözenekler basınç kaçaklarına ve kötü yüzey kalitesine neden olabilir,OTHER
leyla verse de sikeyim vermese de sikeyim,PROFANITY
parıltılar saçan güzel gözler karşınızdakinin sevgi dolu olduğunu müjdeler,OTHER
vücudu sıkan şeyler giyilmemeli,OTHER
zebra kılıklı orospu çocuğu,PROFANITY
kıl yumağı,INSULT
Bilmediğin işlere burnunu sokma,INSULT
gündelik tespit tabii ki önemli ama felsefe gündelik yaşamla sınırlı değil,OTHER
Evi yanmış Ermeni gibi bağırıyordu.,RACIST
çok yapmacıksın,INSULT
erkeklerde daha fazla görülür,OTHER
30 yaşını geçmiş bir kadın bu saaten sonra zor evlenir,SEXIST
ahmet dayı erkekliğinin keyfini çıkarıyordu bunca seneden sonra,OTHER
Bok bile senden daha degerli,INSULT
bir parçası kendi ailesine nafaka ikinci parçası dost ve ahbaba ziyafet üçüncü parçası da fakirlere sadaka olarak verilir,OTHER
ecdadımız göçlerle kendisine yurt aramış ama bizlere aratmamıştır,OTHER
Öküz önüne baksana,INSULT
kadın eğitmek zor işmiş,SEXIST
suriyelilere ev mev yok,RACIST
eşekle dolaşan kahpenin evladı,PROFANITY
bunun için şu değirmenleri nehir kenarlarına kuruludur,OTHER
kitabın ilk bölümünde kızlarla annelerini tanıyoruz,OTHER
bin hüzünlü haz olağanüstü bir metin gecikmiş türk romantizminin başyapıtı,OTHER
Evlat olsa sevilmez bu ne çirkinlik,INSULT
bir gün yaşamın acı gerçekleri ile karşılaştıklarında hazırlıksız ve deneyimsiz yakalanıyorlar,OTHER
Kocasına oğlan doğurmak kadının en büyük vazifesidir,SEXIST
Avrat var zavranı zort avrat var hazreti mülk,SEXIST
Mutlu edemiyorsanız rüzgar yapmayın amına çaktıklarım,PROFANITY
fakültenin çoğu bölümünde aynı zamanda ikinci öğretim de yürütülmektedir,OTHER
burada futbol kaleye yönelik oynanıyor ve futbolcular bireysel yetenekleri ile oynuyorlar,OTHER
oyun yelleme ve hoplatma olmak üzere iki bölümdür,OTHER
ananın amına çöp şiş girsin,PROFANITY
nan,nan
bu evrensel dünyanın doğuşuydu,OTHER
Lütfen ruh hastası orospu çoçuğuysan huzurmu bozma,PROFANITY
bütün asılsız şeyleri bir yana atmak gereklidir,OTHER
kadın kocasından daha fazla maaş kazanamaz,SEXIST
Fakirin karnı doydu mu siki kalkar,PROFANITY
yalnızca beyazlar içindir,RACIST
bu laf aktarılan haliyle doğruysa ortada vahim bir durum var demektir,OTHER
götten bacak,PROFANITY
bok kafalı montofon ineği,PROFANITY
kürt balta ile saat onarır,RACIST
Naziler dikdatördür,RACIST
Erkek kuş gezer havaî havaî dişi kuş yapar yuvayı,SEXIST
sikim hıyar desem tuzla koşarsın,PROFANITY
sofraya once erkekler oturur,SEXIST
Pezevengin karısı orospudur,PROFANITY
Ne biçim insanlarsınız,INSULT
benim için bu işi iyice gavur eziyetine dönüştürdüler,RACIST
Tarla olsan ekilmessin arpa olsan biçilmessin,INSULT
nasıl koydular önümüze tek düze tabuları,OTHER
biraz buz ister misiniz,OTHER
bu bilgiler görevlilerce veya talep üzerine alan kurum ve kuruluşlarca açıklanamaz ve veriliş amacı dışında kullanılamaz,OTHER
Çinlilerin yemekleri iğrenç,RACIST
seni karı diye sikenin amına koyayım,PROFANITY
yamuk tip,INSULT
seni de adam sandık kahpe çıktın,SEXIST
Beni germeyin orospu çoçukları,PROFANITY
yolun kamyonlardan kalan şeridinde ise çift yönlü araç trafiği nedeniyle trafik altüst oluyor,OTHER
bu nedenle yaşlı bakımının önem kazandığına işaret eden çiftçi yaşlıların daha iyi bakım hizmeti alabilmesi için çalışmalarını sürdürdüklerini söyledi,OTHER
kadınlar eşlerine hesap vermek zorundadır,SEXIST
kürtlerde bir bitmedi,RACIST
agzina salincak kurup sikeyim,PROFANITY
kimlikler içeren dizileri kanıtlama,OTHER
Yüzüne bakılacak biri değilsin,INSULT
sen bu kilolarınla yuvarlansan duramazsın şişko,INSULT
Neye küfür edeceğimi şaşırdım amına koyayım herşey küfürlük,PROFANITY
Senin gibi biri buradan ilerleyemez,INSULT
senin tapunu sikerim,PROFANITY
o büyük- bir ev- ve iki arabaya& sahipti,OTHER
biz böyle yapmak yerine müşterilerimizi anlamaya ve analiz etmeye çalışıyoruz,OTHER
senin o işid militanı sakalına sıçarım orospu çıktısı,PROFANITY
kanepeye doğru gidip el fenerini doğruca kadının gözlerine tuttum,OTHER
yeni teknoloji getirilmesi gerekli eski tesislerin yatırım politikası ne zaman belirlenecektir,OTHER
Yarrak beynine sokarım,PROFANITY
Çok iyiyimBazılarının götüne girsin bu bilgi,PROFANITY
Kızımın bir zenci ile evlenmesine asla izin= vermem,RACIST
onu gordugum her an kalbim hizli carpiyor,OTHER
estetik ameliyati ol bence,INSULT
karın bölgesi yeşilimsi beyaz ya da mavimsi olabilir,OTHER
ders kapsamında bilimsel bilginin niteliği gözlenen olay ya da nesneleri açılama kabiliyeti ve sınırlılığı tartışılacaktır,OTHER
köyün eti sığır eti yağlı sütten yapılmış süt ürünleri sert margarinler doymuş yağların en çok bulunduğu besinlerdir,OTHER
çıktıktan sonra ise iş işten geçmişti,OTHER
Karısını siktiren gavat,PROFANITY
bakanlıklara ve ilgili kamu kuruluşlarına gönderilen bu rapor gelecek eleştiri ve öneriler doğrultusunda gözden geçirilecek,OTHER
şehri baştan başa gezdik&,OTHER
ama ne yazık ki tuzla da yaşayan herkes onun gibi düşünmüyor,OTHER
Üzerinde aynı çuval giymiş gibi olmuş,INSULT
eşşeğin amını şelaleye dayadınız amına koyuyum,PROFANITY
ayrıca dağıtımın önemini bu yıl herkes daha iyi idrak etti,OTHER
Kız dediğin erkeğin sözünü dinler,SEXIST
Kadınların problem çözme yetisi erkeklere göre zayıftır,SEXIST
götten bacak siktir git beni sinirlendirme,PROFANITY
Sen kim kopek,INSULT
fakat bütün realiteler mutlak realite ye kıyasla görecedir,OTHER
amin sictigina bak,PROFANITY
Fransadaki insanlar nezaktli ama bir o kadarda vicdansızlar,RACIST
ayakkabıyın içindeki ayağındaki çorabının götünü sikem,PROFANITY
Kadınlar şeytana pabucunu ters giydirir,SEXIST
kadınlar kocalarının izni olmadan dışarı çıkamazlar,SEXIST
Erkekler namusun tek sahibi ve savunucusu olarak görülür,SEXIST
Museviler kendi dinlerinden başkasına saygı duymuyorlar	saygısızlık diz boyu,RACIST
ama bir sorun vardır,OTHER
ruslar çok samimiyetsiz,RACIST
beyaz peynir kalmamis,OTHER
Kadın dediğin parmağından yüzüğünü çıkarmayacak Başının bağlı olduğu belli olacak,SEXIST
siz kıskanç değil misiniz,OTHER
Erkeklerin işleri daha önemlidir	kadınlar eve bakmalıdır.,SEXIST
o bavul onlarınki değil,OTHER
Erkek kusursuzdur,SEXIST
bu olanaktan yararlanmak için başvurunun zamanında yapılması önemli,OTHER
sayfanın içeriğini zenginleştireceği durumlarda metinlere resim veya sesli sunumlar eklenebilir,OTHER
en iyi rahatlama yöntemi spor yapmaktır,OTHER
mizah normalde insanların gündelik hayatta göremedikleri fark edemedikleri şeyleri yakalayabilme yeteneğidir,OTHER
yani gölcük ve düzce depremleri nokta merkezli depremler değildir,OTHER
Suriyeliler Türk toplumu için ekonomi güvenlik ve sosyal yapı için büyük tehdittirler,RACIST
şu cüceye söyle bize üç çay getirsin,INSULT
Kadinin birincil gorevi kocasina hizmettir,SEXIST
karacigerin beyazlayana kadar en dar deligine sokarim,PROFANITY
Acemi nalbant kürt eşeğinde ener kendını,RACIST
iyice hayvanlaştın,INSULT
bu< nedenle< ekibe kişisel< gelişim amacıyla devam edenler de var,OTHER
kadın	şeytana pabucunu,SEXIST
Virüslü gibisin,INSULT
Bir kadına bu iş yakışmaz,SEXIST
bu albümden itibaren albümlerin son şarkılarının son saniyeleri bir sonraki albümün ilk parçasının ilk saniyelerinden oluşmaktaydı,OTHER
ben Türk müyüm- de& beni- dışlıyorsunuz,RACIST
Lağım çukurundaki fareler bile senden daha temiz,INSULT
sevgili okurlarım bugün belediye başkanlarımızı belediye meclis üyelerimizi ve muhtarlarımızı seçmek için sandık başına gideceğiz,OTHER
teneke amcuklu karı,PROFANITY
terlikli> orospunun- oğlu,PROFANITY
halkımız buna müsaade etmeyecek,OTHER
Bebi seveni ben de seviyorum diğerlerinin amına koyayım,PROFANITY
yeni park projelerimiz devam ediyor,OTHER
Bas git belanı bende bulma,INSULT
senin atacağın golün götüne sokayım,PROFANITY
ancak vasıta değerler yardımıyla bu gaye değerlere çevrilirler ve onları derece derece gerçekleştirirler,OTHER
bu devirde kime güvenilir,OTHER
Güvenilmez insansın sen,INSULT
Kadın huzur kaçırır,SEXIST
ekibin kalacağı yer görülür,OTHER
Amerikalılar köledir,RACIST
okumamış cahil cühela,INSULT
aytaç mehmet le anlaşamamaları halinde bir de kaleci transferi yapacaklarını sözlerine ekledi,OTHER
ayrıca sos almak istiyorum lütfen,OTHER
baş dönmesi çoğu zaman basit rahatsızlıkların belirtisidir,OTHER
Çinliler yarasa yer	hep onlar yüzünden bu felaket,RACIST
senin böyle düşünmeni böyle inanmanı istiyorsa sahtedir,OTHER
Bu düşüncesizliği anca bir Türk yapardı,RACIST
şişko patates,INSULT
Dışlanan bir insandı,INSULT
cesaretin bardaktan taşıyor,INSULT
Piçin bebesinden ne> hayır gelir,PROFANITY
ibibik kuşu gibisin,INSULT
Ne bakıyorsun dik dik ananı mı siktik,PROFANITY
gavur amı gibi yanmak,RACIST
mart kedisi gibi miyaklama,INSULT
çevre paralel haberleşme seri haberleşme ve örnekler,OTHER
Şaka mısın,INSULT
çimenlerin ötesinden yanları kapkara kızıl bir duman gökyüzüne yükseliyor,OTHER
cekme anani bacini sikeyim cekme,PROFANITY
Yeterli paran olmadığı için kimse senle evlenmez,INSULT
oyunlar teorisinin genel özellikleri,OTHER
Allah belanızı versin müslümanlar dininizde bu yok dininizde,RACIST
buna karşılık devletin mal ve canını ırz ve namusunu ve geleceğini yani soyunu da koruması hakkını elde eder,OTHER
amına koyaydım da bu günleri görmeyeydim,PROFANITY
ot beyinli,INSULT
yalancı köpek,INSULT
hareketlere bak zartalak,INSULT
Köpek diye dünyaya gelen insan olduğu sonradan anlaşılan amk eğri kafalı orospu çocuğu,PROFANITY
trafikte öküzün biri yine canımı çok sıktı,INSULT
sana küçükken anan emzik yerine baban sikini vermiş maybaşın evladı,PROFANITY
kadınlar erkeklerin önünde yürümemeli,SEXIST
kulağındaki küpeni sikeyim,PROFANITY
banka veya finans kurumlarının tüketici kredisini belirli bir mal veya hizmetin satın alınması ya da belirli bir satıcı ile yapılacak,OTHER
Allah kimseyi konyalı insana muhtaç etmesin,RACIST
götünü köpekler siksin,PROFANITY
eğer yaparsam öldürüleceğimi düşünüyorum,OTHER
oyun hamurlarıyla ve atık materyallerle hep hayvan figürleri çalışıldı,OTHER
nasil bir mantiksa kadin evlenmeden iliskiye girerse namuzsuz erkek girerse adam oluyor,SEXIST
Sevdiğim bir kız vardı olmuş bir kahpe,PROFANITY
Erkeklerin beyninin sol yarısı daha aktif olduğu için hayata yönelik daha iyi kararlar alırlar,SEXIST
Telefon hattı olsun ülkede telefon kullanmak yasaklanır,INSULT
bu olgun toprakların yapısında serbest kireç yoktur,OTHER
Karaktersizlikte seviye atladın,INSULT
amını dengesini siktiğimin manyağı,PROFANITY
senin ben zar gibi anacığının amcıcığına koyayım,PROFANITY
Sabahları yediğin mısır gevreğinin içine koyduğu sütü veren ineğin yediği otu sikeyim,PROFANITY
beyazlar beyazlarla evlenmelidir,RACIST
senin ananı bacını amcanı yengeni halanı enişteni testinden su içenin yolundan geçenin amını götünü sikerim,PROFANITY
kadın değil mi hepsi aynı,SEXIST
şeytan sana ulaşamazsa hayatına bir kadın gönderir,SEXIST
titanik batarken dökülen döl bebesi,PROFANITY
Bu projeyi yürütmek için fazla deneyimsizsin,INSULT
yarağımın başı,PROFANITY
Türbanı hiç söylemiyorum O Arap geleneği Sıkma baş,RACIST
Museviler kapalı zihniyetteler,RACIST
attığın taş buz gibi ananın amı karpuz gibi,PROFANITY
başarıya ulaşanlar toplumdaki bazı kesimlerin tepkisini alabilirler,OTHER
kopya bile çekemeyecek kadar yeteneksiz misin,INSULT
ağzını eşek arıları siksin,PROFANITY
amerikalılar ruslar ile anlaşmalar yapıyor,OTHER
takımın şu an da çok iyi başladığını ve ortamın mükemmel olduğunu söyleyen onur yeni sezona en iyi şekilde hazırlanacaklarını ifade etti,OTHER
bu gericiler yüzünden İslam ileri gidemiyor,RACIST
gelecek duygusundan boşanmış insan ürkütücüdür,OTHER
Sen bir garip çingenesin telli gümüşlü zurna nene gerek,RACIST
babana travesti binsin,PROFANITY
Kimse seni beğenmez,INSULT
Aynı Ruslar gibi soğuk bir adam,RACIST
seni siker bayıltır işer ayıltırım,PROFANITY
bütün kürtler teröristtir,RACIST
Gavurun tembeline keşiş derler müslüman’ın tembeline ise derviş derler,RACIST
Kadınlar erkekler kadar iş hayatında başarılı olamazlar,SEXIST
kadınlar parasını süse harcar,SEXIST
Hinduların elinden yemek yenmez,RACIST
ne oldu annenden izin alamadın mı,INSULT
özellikle= kore medyası bu takma= adı tüm üyelerin kırsal kesimden geldiğini belirtmek> için sık kullanıyor,OTHER
Erkeksiz kadın dizginsiz at gibidir,SEXIST
kahramansan hani nerdesin,INSULT
Kız gibi ağlama,SEXIST
kesin erkektir,SEXIST
manyak mısın nesin,INSULT
yine eylemler artarak devam etmiş yine mayınlar patlamış baskınlar düzenlenmiş ve vatan evlatlarımız şehit düşmüştür,OTHER
suriyeliler o kadar rahatlarki nasılsa ceza almıyorum diye herşeyi yapıyorlar,RACIST
Senin gibi anne olmaz olsun,INSULT
Kadın işlerine karışma,SEXIST
çüksüz piç,PROFANITY
Savaş olsa senin gibi korkakları ülke yanına almaz,INSULT
gerizekalı mal,INSULT
Anasını bacısını siktiğimin dünyasına bak,PROFANITY
orospunun motoru,PROFANITY
Ten rengi koyu olan insanlar daha= duyarlıdır<,RACIST
onlar onu zorla aldılar,OTHER
otelde ve evde kaldığı zamanlarda çamaşırını biz yıkardık,OTHER
Erkek karısından az maaş alırsa o evde ne huzur kalır ne mutluluk ne de saygı,SEXIST
Avrat malı kapı mandalı,SEXIST
İzmirlilerin yaptığı gibi buna da mı başka isim vereceksin,RACIST
Kız kucakta çeyiz bucakta,SEXIST
Uff ne kafa ütüledin sende,INSULT
toplantı sırasında karnım guruldamaya başladı,OTHER
Taşa sürttüm az geldi mala vurdum kan geldi,PROFANITY
bir taraftan siz bir taraftan biz bunu yapacağız,OTHER
sadrazam taşşağı,PROFANITY
Çok tayvanlı gibi duruyorsun	ne olduğun belli değil,RACIST
seni sikime bile takmam,PROFANITY
Çalışmayan erkekten yumurta yumurtlayan tavuk yeğdir,SEXIST
erkek iffetli olacak,SEXIST
adamlara sik sıvazlatan kadın,PROFANITY
hristiyanlar namuslu değildir,RACIST
Almanların ırkçılığı dünyada eşi benzeri görülmemiş türdendir,RACIST
çocuğumun Suriyelilerle dolu bir sınıfta olmasını istemiyorum,RACIST
carpismalar sabaha kadar surdu,OTHER
temayül yoklamasında alınan sonuçlar genel merkeze götürülecek,OTHER
dili yok ama konuşuyor,OTHER
Kimse için bir anlam ifade etmiyorsun,INSULT
Akşamki maça gidiyor musun?,OTHER
avrat dediğin gün doğmadan kalkar,SEXIST
cehaletin cahili cosmus,INSULT
yılın adamı seçildi,SEXIST
sınav> kağıtları üzerinde	görüşme cevapların= değerlendirilmesi<,OTHER
Amk Kürdü,RACIST
Kadın kısmı da her işe atlamasın ya.,SEXIST
Macarlar karma bir ırktır,RACIST
bunu bugünden& öngörmek güç,OTHER
uyku perinin kanatlarına sokayım,PROFANITY
Kadına inanan kendini= aldatır İnanmayan& da< kadını aldatır,SEXIST
Erken kalkmayan avrat mı olur,SEXIST
belgeye nihai hali ise ekim sonunda verilecek,OTHER
Zenginlerle fakirler aynı yerde yaşamamalıdır,INSULT
Mersin- Araplara mezar. olacak=,RACIST
çirkin	karakterli,INSULT
kadından ego şoförümü olurmuş,SEXIST
Evlat olsan inan seni sevmezdi bu yüce kalbim,INSULT
Erkek isinden kadin ne anlar,SEXIST
Dua et kadınsın benim gibi adamla boy ölçüşemezsin,SEXIST
Bilimi sadece erkekler yapabilir,SEXIST
ürün veya hizmetlerle ilgili detaylı bilgi. reklam	ve güncel tasarımlar sunmak ilgi< çekici olacaktır>,OTHER
Gittiğin yollar yol değil o yollar bir tarafına girsin,PROFANITY
Her şeyin en kötüsüne layıksın,INSULT
çok açık ve net her şeyi ifade eden gerçek bir gazete olduğunu düşünüyorum,OTHER
Sen ne zaman adam olacaksın,SEXIST
onun nerede yaşadığını öğrenmek için onu izledi,OTHER
seni getiren uçağın iniş takımlarını sikeyim,PROFANITY
kürtçe şarkılar çalar burada,OTHER
bununla çocukların vurdulu kırdılı dizilerden uzaklaştırıp kişisel gelişimlerine yardımcı olacak gençlik merkezlerini kuruyoruz,OTHER
erkek dediğin eve para getiriri,SEXIST
kadın evi ve evlatları ile ilgilenmelidir,SEXIST
senin yaptığını Çorumlu yapmaz,RACIST
Ayıdan post araptan dost olmaz,RACIST
Kim çağırdı bu beslemeyi,INSULT
erkekler spordan başka ne bilir,SEXIST
Ağıza bak ağıza sanki bir mağaza,INSULT
türk vatandaşı olmak zor değil,OTHER
Erkekler tek eşli olmamalıdır,SEXIST
İslam Birliği Müslüman birliğidir orada Hristiyanlara yer yokturç,RACIST
Arapça seslenirsek bizi kurtarmazlar diye düşündük,RACIST
bu soruna bir çözüm olabilir,OTHER
soysuz araplar,RACIST
Erkek cocuk aslandir aslan,SEXIST
Karı gibi dırdır etme,SEXIST
bizlerin kullandığı tarak ve fırçalar ise her bir halı modeline göre ayrı ve oldukça kalitelidir,OTHER
Senin ben götüne merdane sokayım,PROFANITY
halay çekerken hepinizin tek tek amına koyarım,PROFANITY
Bir erkek dünyası olabilir ancak erkekler kadınlar tarafından kolayca kontrol edilir,SEXIST
gel gidelim hamama otur benim kamama daha sikerdim ama götün olmuş yalama,PROFANITY
ananın amını modeme bağlıyım tüm dünya siksin,PROFANITY
İlk o yazsın diye diye hepsini evlendirdik amına koyum,PROFANITY
kürtten bir insan dost olduğu nerede görülmüş,RACIST
